timestamp,vibration_sensor,temperature_sensor,pressure_sensor,rpm_sensor,bearing_wear_sensor,health_status,actual_remaining_life,timeline,RMS,RollingMean,RollingSTD,RMS_Diff,EMA,Predicted_RUL,Actual_RUL
761,3.06,75.55,134.16,1215.64,34.4,Healthy,145,733,2.57,2.432,0.063,0.053,2.474,148.88,143.5
762,3.31,77.75,131.43,1293.37,33.98,Healthy,145,734,2.796,2.533,0.073,0.081,2.748,148.67,144.6
763,3.111,73.06,138.04,1242.42,35.23,Healthy,145,735,2.711,2.388,0.067,0.054,2.545,144.81,142.1
764,3.167,79.88,131.86,1249.93,34.03,Healthy,145,736,2.691,2.445,0.071,0.057,2.593,148.26,146.38
765,3.193,74.78,131.95,1217.07,35.6,Healthy,145,737,2.695,2.451,0.044,0.046,2.594,140.96,145.03
766,3.391,79.86,136.91,1240.03,38.94,Healthy,145,738,2.846,2.619,0.036,0.074,2.808,143.34,144.49
767,3.075,78.28,135.36,1186.53,37.29,Healthy,145,739,2.6,2.403,0.068,0.054,2.487,144.36,146.94
768,3.218,77.89,128.19,1220.49,38.38,Healthy,144,740,2.737,2.536,0.081,0.072,2.61,142.47,138.89
769,3.15,76.54,133.19,1225.95,35.72,Healthy,144,741,2.589,2.419,0.068,0.083,2.548,144.98,145.9
770,3.075,78.3,129.81,1251.27,36.78,Healthy,144,742,2.629,2.367,0.071,0.088,2.45,142.98,144.46
771,3.269,76.0,123.55,1263.48,38.13,Healthy,144,743,2.692,2.526,0.079,0.079,2.685,143.47,144.17
772,3.162,80.24,129.44,1209.21,38.7,Healthy,144,744,2.685,2.521,0.057,0.056,2.524,144.02,141.04
773,3.121,73.85,134.16,1247.11,32.69,Healthy,144,745,2.72,2.534,0.064,0.048,2.641,140.04,144.04
774,3.204,80.82,133.17,1216.58,34.42,Healthy,144,746,2.706,2.459,0.064,0.049,2.535,147.77,143.0
775,3.033,77.06,132.32,1185.24,37.26,Healthy,144,747,2.526,2.434,0.069,0.051,2.427,143.69,145.23
776,3.184,76.96,132.3,1213.65,35.79,Healthy,143,748,2.602,2.522,0.067,0.046,2.655,143.26,140.93
777,3.293,78.52,133.32,1217.96,37.56,Healthy,143,749,2.786,2.591,0.045,0.051,2.736,140.7,141.79
778,3.139,74.5,125.53,1222.69,36.88,Healthy,143,750,2.666,2.443,0.064,0.073,2.535,141.28,142.44
779,3.265,81.09,130.29,1230.77,37.35,Healthy,143,751,2.726,2.548,0.049,0.031,2.659,141.85,143.4
780,3.195,75.14,132.05,1197.32,39.68,Healthy,143,752,2.648,2.484,0.054,0.066,2.575,141.44,144.71
781,3.204,78.89,129.26,1192.88,36.88,Healthy,143,753,2.707,2.524,0.063,0.061,2.53,148.67,142.67
782,3.286,75.53,133.14,1195.28,37.65,Healthy,143,754,2.775,2.564,0.071,0.04,2.634,144.37,147.2
783,3.188,79.12,131.91,1276.26,32.83,Healthy,143,755,2.715,2.422,0.039,0.063,2.588,142.15,142.79
784,3.579,77.01,133.78,1211.32,37.34,Healthy,143,756,3.03,2.775,0.082,0.076,2.904,136.09,142.28
785,3.534,77.1,135.57,1263.45,37.19,Healthy,142,757,2.962,2.659,0.071,0.046,2.87,138.25,141.47
786,3.217,78.37,128.93,1257.17,35.42,Healthy,142,758,2.651,2.505,0.065,0.061,2.66,141.29,141.76
787,3.083,79.77,132.84,1216.6,32.56,Healthy,142,759,2.693,2.356,0.058,0.064,2.449,137.52,137.75
788,3.304,76.38,141.09,1202.09,34.74,Healthy,142,760,2.78,2.587,0.06,0.068,2.637,137.86,138.4
789,2.953,76.46,131.42,1211.01,39.52,Healthy,142,761,2.571,2.29,0.046,0.05,2.368,140.03,140.6
790,3.144,76.81,130.43,1231.86,37.59,Healthy,142,762,2.627,2.503,0.055,0.035,2.562,139.55,142.64
791,2.937,81.28,134.37,1188.99,33.57,Healthy,142,763,2.58,2.261,0.056,0.025,2.365,141.32,143.43
792,3.06,74.02,133.72,1251.52,33.38,Healthy,142,764,2.655,2.388,0.075,0.058,2.378,141.54,144.12
793,3.123,76.87,131.85,1153.71,40.53,Healthy,141,765,2.609,2.456,0.064,0.078,2.546,140.3,139.21
794,3.328,73.18,134.33,1198.57,39.63,Healthy,141,766,2.837,2.622,0.065,0.033,2.661,143.02,141.33
795,3.377,78.89,129.51,1206.0,37.12,Healthy,141,767,2.755,2.701,0.069,0.078,2.672,144.73,145.46
796,3.079,79.83,132.43,1187.14,37.99,Healthy,141,768,2.659,2.378,0.076,0.034,2.434,141.41,141.05
797,3.154,79.94,134.03,1247.05,36.66,Healthy,141,769,2.711,2.442,0.085,0.047,2.639,141.1,138.25
798,3.407,78.25,135.01,1256.05,37.69,Healthy,141,770,2.866,2.696,0.065,0.07,2.674,142.34,139.72
799,3.443,79.52,133.19,1237.46,34.77,Healthy,141,771,3.008,2.765,0.069,0.084,2.766,138.61,141.08
800,3.3,77.0,134.1,1232.81,34.79,Healthy,141,772,2.831,2.609,0.067,0.077,2.624,142.4,138.66
801,3.116,76.42,129.67,1211.3,36.53,Warning,140,773,2.69,2.418,0.049,0.077,2.49,139.82,140.89
802,3.276,80.76,133.95,1203.32,41.81,Warning,140,774,2.794,2.549,0.075,0.064,2.67,147.48,139.45
803,3.217,78.33,135.74,1187.04,32.71,Warning,140,775,2.705,2.444,0.061,0.068,2.57,135.72,140.14
804,3.361,73.82,135.01,1244.98,39.15,Warning,140,776,2.918,2.71,0.062,0.062,2.706,140.01,143.07
805,3.099,75.93,136.69,1249.9,36.27,Warning,140,777,2.677,2.431,0.08,0.062,2.551,147.93,141.2
806,3.268,79.91,131.48,1283.95,37.49,Warning,140,778,2.764,2.516,0.076,0.074,2.627,141.73,136.98
807,3.287,79.25,137.71,1204.83,34.3,Warning,140,779,2.749,2.51,0.079,0.084,2.675,143.66,140.27
808,3.256,77.31,131.67,1185.25,37.71,Warning,140,780,2.766,2.569,0.066,0.058,2.603,140.22,141.48
809,3.133,78.38,133.32,1205.85,35.85,Warning,140,781,2.675,2.398,0.069,0.047,2.58,147.01,138.28
810,3.337,76.36,135.76,1192.02,38.22,Warning,139,782,2.793,2.595,0.055,0.073,2.669,140.66,138.31
811,3.261,78.57,130.36,1228.76,40.55,Warning,139,783,2.733,2.59,0.08,0.049,2.583,139.91,137.91
812,3.502,78.31,130.26,1194.67,39.6,Warning,139,784,2.948,2.733,0.075,0.054,2.835,138.95,140.37
813,3.351,77.69,132.87,1213.91,33.97,Warning,139,785,2.861,2.689,0.057,0.05,2.679,141.17,139.9
814,3.263,75.96,132.97,1183.93,37.55,Warning,139,786,2.817,2.495,0.05,0.085,2.619,142.41,138.69
815,3.266,79.38,130.06,1226.21,36.41,Warning,139,787,2.71,2.561,0.063,0.059,2.597,143.77,140.75
816,3.403,77.54,127.54,1271.57,37.14,Warning,139,788,2.855,2.671,0.077,0.061,2.808,142.25,136.85
817,3.209,80.71,124.6,1218.86,34.14,Warning,139,789,2.704,2.491,0.062,0.053,2.555,145.88,142.73
818,3.153,82.3,131.56,1225.68,37.17,Warning,138,790,2.647,2.499,0.067,0.055,2.502,135.32,134.72
819,3.296,75.37,131.97,1256.55,39.96,Warning,138,791,2.8,2.567,0.085,0.07,2.657,133.72,138.79
820,3.397,76.8,133.66,1213.06,36.94,Warning,138,792,2.763,2.641,0.076,0.052,2.754,135.73,138.72
821,3.274,76.05,136.8,1245.22,36.03,Warning,138,793,2.808,2.575,0.072,0.037,2.692,136.29,137.28
822,3.619,79.17,131.66,1166.72,40.44,Warning,138,794,3.009,2.783,0.063,0.083,2.962,137.53,138.62
823,3.233,78.79,133.05,1245.92,39.52,Warning,138,795,2.773,2.507,0.074,0.061,2.575,136.79,138.17
824,3.417,78.0,129.22,1222.97,37.66,Warning,138,796,2.914,2.702,0.076,0.053,2.743,134.88,139.4
825,3.484,77.69,132.14,1258.07,38.54,Warning,138,797,2.983,2.67,0.073,0.048,2.777,136.96,136.83
826,3.286,74.9,135.75,1249.44,33.17,Warning,137,798,2.842,2.531,0.075,0.061,2.663,136.44,139.42
827,3.166,80.04,136.19,1239.01,42.58,Warning,137,799,2.665,2.508,0.065,0.081,2.564,135.84,139.61
828,3.259,75.01,131.35,1236.43,40.55,Warning,137,800,2.776,2.595,0.053,0.056,2.628,136.66,137.17
829,3.403,77.45,133.34,1219.67,35.47,Warning,137,801,2.887,2.649,0.065,0.063,2.759,135.7,139.55
830,3.182,76.78,141.27,1194.7,34.54,Warning,137,802,2.741,2.399,0.064,0.095,2.516,131.05,134.0
831,3.433,81.41,131.41,1237.58,40.6,Warning,137,803,3.007,2.668,0.043,0.051,2.764,136.22,136.62
832,3.462,81.81,132.45,1247.81,38.34,Warning,137,804,2.946,2.737,0.067,0.094,2.747,135.45,136.75
833,3.383,81.81,132.91,1184.64,39.43,Warning,137,805,2.913,2.561,0.067,0.039,2.714,134.29,138.62
834,3.347,75.45,135.64,1184.2,38.32,Warning,137,806,2.804,2.596,0.072,0.071,2.765,136.75,137.61
835,3.282,79.13,134.33,1217.44,33.64,Warning,136,807,2.806,2.575,0.06,0.044,2.717,137.47,135.54
836,3.201,76.65,136.93,1223.19,36.42,Warning,136,808,2.746,2.464,0.082,0.084,2.574,134.11,130.76
837,3.162,75.37,133.45,1211.44,34.69,Warning,136,809,2.674,2.487,0.072,0.035,2.556,131.85,137.8
838,3.437,76.49,130.76,1207.92,32.71,Warning,136,810,2.938,2.67,0.077,0.047,2.759,131.48,133.99
839,3.203,81.25,130.98,1222.4,36.85,Warning,136,811,2.659,2.492,0.073,0.046,2.627,133.45,135.03
840,3.411,77.12,133.2,1211.28,37.99,Warning,136,812,2.78,2.587,0.073,0.079,2.726,135.27,136.59
841,3.433,73.73,130.44,1210.69,39.27,Warning,136,813,3.043,2.669,0.053,0.07,2.834,136.32,134.19
842,3.467,80.48,130.04,1228.39,39.93,Warning,136,814,3.006,2.702,0.063,0.083,2.76,137.32,133.26
843,3.483,78.19,136.94,1230.99,35.06,Warning,135,815,3.032,2.779,0.076,0.053,2.809,135.44,133.59
844,3.561,79.22,125.03,1227.03,37.01,Warning,135,816,3.023,2.763,0.075,0.081,2.896,133.98,134.92
845,3.362,76.87,134.9,1229.9,41.18,Warning,135,817,2.92,2.595,0.075,0.05,2.751,133.45,132.95
846,3.396,72.21,127.92,1213.81,37.99,Warning,135,818,2.868,2.586,0.059,0.07,2.774,134.95,137.31
847,3.413,77.05,132.35,1183.03,37.59,Warning,135,819,2.957,2.69,0.081,0.06,2.818,134.42,137.94
848,3.365,80.71,137.63,1213.11,38.33,Warning,135,820,2.925,2.619,0.054,0.097,2.707,135.48,137.31
849,3.297,76.44,133.98,1172.97,37.23,Warning,135,821,2.815,2.561,0.052,0.089,2.675,139.29,134.48
850,3.267,79.65,132.59,1188.21,41.12,Warning,135,822,2.746,2.475,0.081,0.057,2.622,129.7,138.48
851,3.22,79.15,135.99,1228.04,37.77,Warning,134,823,2.652,2.479,0.069,0.053,2.616,136.05,135.93
852,3.23,84.51,135.57,1217.31,40.31,Warning,134,824,2.864,2.462,0.065,0.029,2.624,135.1,133.92
853,3.301,73.92,134.4,1253.59,36.64,Warning,134,825,2.828,2.512,0.072,0.059,2.643,131.72,133.21
854,3.428,75.78,132.1,1216.01,35.54,Warning,134,826,3.004,2.64,0.061,0.051,2.849,135.66,132.13
855,3.518,79.58,134.08,1208.29,36.32,Warning,134,827,3.007,2.722,0.086,0.046,2.911,133.67,134.6
856,3.487,77.52,135.92,1149.06,36.41,Warning,134,828,2.918,2.67,0.066,0.071,2.853,134.72,132.67
857,3.434,79.43,136.15,1236.02,38.08,Warning,134,829,2.874,2.652,0.062,0.061,2.792,136.15,133.9
858,3.394,79.5,131.81,1193.32,34.16,Warning,134,830,2.85,2.666,0.061,0.062,2.768,135.56,131.84
859,3.515,81.98,129.98,1195.7,40.66,Warning,134,831,2.98,2.653,0.054,0.062,2.801,132.76,134.06
860,3.573,78.45,136.6,1251.87,41.22,Warning,133,832,3.051,2.708,0.073,0.082,2.891,138.23,134.72
861,3.468,81.92,134.4,1153.68,36.98,Warning,133,833,3.008,2.673,0.066,0.05,2.88,138.04,131.23
862,3.42,77.52,135.26,1228.59,39.88,Warning,133,834,2.924,2.785,0.058,0.04,2.754,128.3,130.02
863,3.285,76.93,130.57,1228.66,37.0,Warning,133,835,2.783,2.598,0.06,0.062,2.675,127.18,128.23
864,3.449,80.49,139.64,1219.5,39.94,Warning,133,836,2.922,2.702,0.085,0.034,2.81,139.41,133.56
865,3.608,77.71,133.36,1216.24,33.27,Warning,133,837,3.008,2.77,0.076,0.079,2.935,135.47,132.67
866,3.557,79.32,133.65,1208.61,39.68,Warning,133,838,3.002,2.814,0.057,0.05,2.909,132.73,132.09
867,3.522,77.8,132.89,1250.08,41.57,Warning,133,839,3.072,2.736,0.081,0.052,2.817,125.95,136.35
868,3.314,79.02,130.77,1232.33,37.38,Warning,132,840,2.752,2.603,0.054,0.054,2.6,127.73,132.36
869,3.184,75.66,133.51,1201.21,42.61,Warning,132,841,2.798,2.449,0.074,0.078,2.555,127.51,131.98
870,3.402,78.29,134.86,1195.88,35.71,Warning,132,842,2.897,2.669,0.057,0.081,2.685,130.27,131.48
871,3.349,77.99,139.16,1193.23,43.63,Warning,132,843,2.869,2.616,0.073,0.105,2.673,128.64,130.49
872,3.431,75.11,133.63,1256.69,38.61,Warning,132,844,2.902,2.651,0.078,0.055,2.853,137.8,132.51
873,3.429,82.02,136.86,1194.05,37.14,Warning,132,845,2.849,2.691,0.075,0.047,2.759,127.96,130.2
874,3.499,77.63,132.69,1173.37,38.73,Warning,132,846,2.972,2.7,0.067,0.07,2.802,127.57,135.61
875,3.359,79.24,136.64,1302.13,35.59,Warning,132,847,2.878,2.592,0.063,0.057,2.676,131.88,129.05
876,3.551,79.64,134.89,1202.1,37.54,Warning,131,848,3.033,2.723,0.065,0.055,2.841,124.67,133.68
877,3.358,82.43,136.85,1181.45,35.97,Warning,131,849,2.982,2.689,0.068,0.071,2.695,132.3,129.57
878,3.199,76.24,133.72,1185.17,38.24,Warning,131,850,2.665,2.464,0.077,0.071,2.591,133.64,131.96
879,3.619,78.41,132.38,1180.77,37.46,Warning,131,851,3.124,2.875,0.079,0.041,2.975,125.48,132.8
880,3.403,81.34,129.69,1242.43,35.2,Warning,131,852,2.859,2.614,0.051,0.069,2.829,139.0,131.19
881,3.584,80.18,135.2,1204.45,38.87,Warning,131,853,3.073,2.772,0.068,0.067,2.936,127.8,130.9
882,3.682,82.53,137.76,1213.46,39.16,Warning,131,854,3.18,2.934,0.05,0.048,3.035,130.17,129.66
883,3.305,78.25,129.52,1264.98,38.43,Warning,131,855,2.806,2.601,0.079,0.082,2.72,129.11,130.4
884,3.55,78.34,133.73,1222.52,40.22,Warning,131,856,2.929,2.798,0.067,0.079,2.907,135.82,133.71
885,3.622,83.29,134.63,1213.2,40.43,Warning,130,857,3.115,2.813,0.073,0.068,2.9,133.87,130.11
886,3.708,75.64,132.1,1213.07,41.03,Warning,130,858,3.172,2.905,0.058,0.051,3.016,125.91,128.94
887,3.525,77.26,138.61,1242.7,35.09,Warning,130,859,2.95,2.658,0.061,0.08,2.839,131.38,126.96
888,3.563,78.35,133.84,1209.63,35.77,Warning,130,860,2.971,2.818,0.073,0.084,2.899,130.43,126.55
889,3.438,79.69,139.68,1228.97,41.96,Warning,130,861,2.952,2.653,0.071,0.072,2.747,128.85,129.59
890,3.665,74.58,137.45,1188.23,35.58,Warning,130,862,3.174,2.888,0.082,0.081,3.051,131.68,129.69
891,3.516,82.91,131.51,1195.2,37.94,Warning,130,863,2.883,2.748,0.051,0.07,2.883,128.57,133.35
892,3.302,82.8,135.89,1168.45,44.6,Warning,130,864,2.804,2.54,0.055,0.066,2.67,130.31,129.4
893,3.556,78.87,128.08,1207.47,33.45,Warning,129,865,3.04,2.735,0.071,0.089,2.842,132.18,128.13
894,3.693,78.95,131.37,1228.23,37.72,Warning,129,866,3.097,2.861,0.069,0.089,2.914,129.07,130.25
895,3.508,83.15,133.69,1206.29,40.0,Warning,129,867,2.987,2.721,0.075,0.06,2.817,127.42,131.71
896,3.101,80.89,134.03,1168.73,39.39,Warning,129,868,2.66,2.442,0.043,0.09,2.482,131.06,130.48
897,3.385,81.57,132.78,1158.82,41.3,Warning,129,869,2.838,2.606,0.066,0.074,2.74,130.64,126.32
898,3.403,79.65,139.65,1207.6,41.13,Warning,129,870,2.894,2.635,0.067,0.067,2.781,133.12,129.72
899,3.637,77.55,132.73,1192.19,39.46,Warning,129,871,3.074,2.866,0.061,0.07,2.973,122.8,133.24
900,3.464,74.92,134.46,1210.99,38.6,Warning,129,872,2.994,2.732,0.073,0.077,2.802,134.33,126.04
901,3.517,80.16,136.44,1188.9,34.96,Warning,128,873,2.997,2.755,0.085,0.051,2.895,135.1,127.24
902,3.348,79.0,134.06,1223.94,37.52,Warning,128,874,2.924,2.567,0.053,0.087,2.621,127.39,134.24
903,3.504,77.24,133.86,1208.43,39.19,Warning,128,875,3.012,2.692,0.087,0.074,2.867,126.12,130.57
904,3.477,80.75,131.25,1184.63,40.37,Warning,128,876,2.933,2.678,0.064,0.081,2.791,127.65,128.03
905,3.28,76.4,135.07,1190.97,41.2,Warning,128,877,2.836,2.587,0.088,0.069,2.683,126.25,132.9
906,3.751,80.13,135.23,1243.23,38.57,Warning,128,878,3.156,2.961,0.071,0.073,3.005,122.85,128.47
907,3.624,79.56,138.4,1191.5,36.59,Warning,128,879,3.077,2.823,0.078,0.059,2.99,133.9,127.92
908,3.667,77.5,137.33,1235.13,40.83,Warning,128,880,3.116,2.742,0.064,0.061,2.931,128.37,127.16
909,3.421,77.51,131.97,1236.84,37.49,Warning,128,881,2.882,2.65,0.074,0.078,2.649,131.06,130.87
910,3.396,77.75,132.78,1189.75,39.45,Warning,127,882,2.789,2.604,0.086,0.057,2.8,128.07,123.38
911,3.601,79.91,132.78,1214.62,40.02,Warning,127,883,3.096,2.856,0.075,0.05,2.898,135.83,128.45
912,3.812,83.71,134.89,1215.89,38.92,Warning,127,884,3.153,2.974,0.083,0.062,3.104,129.55,125.18
913,3.476,77.7,131.71,1176.01,37.04,Warning,127,885,3.026,2.675,0.072,0.064,2.863,130.93,128.73
914,3.569,79.68,130.62,1256.64,37.36,Warning,127,886,3.067,2.826,0.065,0.087,2.921,132.18,126.06
915,3.381,79.02,134.84,1209.36,38.19,Warning,127,887,2.778,2.656,0.09,0.078,2.763,128.72,127.79
916,3.649,81.29,133.29,1187.85,38.52,Warning,127,888,3.117,2.834,0.074,0.078,2.989,130.85,127.16
917,3.383,79.46,134.37,1161.71,42.14,Warning,127,889,2.883,2.654,0.084,0.062,2.763,126.67,126.63
918,3.45,84.5,133.13,1224.94,34.98,Warning,126,890,2.991,2.733,0.072,0.068,2.811,132.87,122.47
919,3.639,78.08,134.21,1201.1,38.18,Warning,126,891,3.093,2.793,0.081,0.045,2.969,125.02,123.66
920,3.572,76.49,134.4,1171.58,40.16,Warning,126,892,2.99,2.768,0.074,0.06,2.891,121.46,127.26
921,3.762,87.38,134.57,1226.71,35.24,Warning,126,893,3.273,2.965,0.066,0.091,3.037,124.63,126.95
922,3.425,82.97,131.15,1180.6,37.18,Warning,126,894,2.949,2.647,0.058,0.063,2.773,122.46,123.7
923,3.808,78.29,133.36,1197.52,38.27,Warning,126,895,3.268,3.008,0.068,0.054,3.135,125.71,129.46
924,3.288,80.95,140.1,1197.72,38.72,Warning,126,896,2.81,2.542,0.068,0.067,2.638,129.69,126.92
925,3.59,82.5,133.57,1187.04,37.91,Warning,126,897,3.052,2.758,0.066,0.065,2.993,117.68,125.64
926,3.77,80.8,136.64,1208.75,37.78,Warning,125,898,3.092,2.949,0.063,0.06,3.034,130.23,129.81
927,3.591,79.36,130.86,1217.81,43.19,Warning,125,899,3.04,2.706,0.078,0.087,2.845,125.53,125.9
928,3.559,78.56,137.45,1195.87,36.02,Warning,125,900,2.923,2.826,0.078,0.074,2.865,123.41,122.85
929,3.518,75.26,132.21,1198.03,40.65,Warning,125,901,2.988,2.776,0.085,0.089,2.868,125.04,123.04
930,3.661,84.78,135.46,1253.58,35.97,Warning,125,902,3.054,2.89,0.074,0.093,2.965,122.4,124.57
931,3.391,77.78,137.37,1227.32,40.14,Warning,125,903,2.796,2.631,0.059,0.091,2.723,121.74,125.06
932,3.501,84.33,132.26,1170.37,34.62,Warning,125,904,2.974,2.708,0.057,0.091,2.862,124.92,127.73
933,3.66,78.58,131.36,1225.65,40.25,Warning,125,905,3.119,2.821,0.078,0.062,2.961,129.34,123.68
934,3.394,78.03,137.48,1211.42,39.11,Warning,125,906,2.859,2.667,0.063,0.078,2.72,122.31,123.73
935,3.54,80.56,135.22,1112.69,37.64,Warning,124,907,2.989,2.821,0.061,0.076,2.927,120.06,124.79
936,3.491,79.44,132.12,1186.45,45.42,Warning,124,908,3.01,2.767,0.077,0.049,2.844,127.22,122.29
937,3.706,82.48,140.1,1194.16,37.03,Warning,124,909,3.132,2.948,0.054,0.043,3.005,122.67,124.02
938,3.706,79.36,128.94,1255.56,37.27,Warning,124,910,3.097,2.935,0.068,0.073,3.021,127.25,123.33
939,3.777,75.42,136.85,1183.31,42.5,Warning,124,911,3.218,2.919,0.079,0.087,3.085,120.91,123.03
940,3.597,80.68,136.83,1153.78,40.24,Warning,124,912,3.043,2.772,0.065,0.071,2.77,121.9,122.25
941,3.664,78.79,133.95,1242.56,41.71,Warning,124,913,3.16,2.838,0.077,0.07,2.96,125.23,122.81
942,3.782,80.42,136.47,1240.24,41.81,Warning,124,914,3.144,2.968,0.081,0.087,3.019,122.03,125.99
943,3.514,80.09,139.36,1202.51,37.96,Warning,123,915,2.943,2.754,0.059,0.07,2.86,126.9,124.34
944,3.522,83.81,133.75,1172.66,39.2,Warning,123,916,3.066,2.754,0.072,0.099,2.796,119.14,119.77
945,3.655,81.3,139.29,1209.49,38.7,Warning,123,917,3.107,2.856,0.055,0.115,2.981,123.63,124.23
946,3.698,80.55,132.78,1218.24,40.46,Warning,123,918,3.103,2.941,0.075,0.085,3.051,123.07,123.63
947,3.712,79.11,134.85,1206.24,37.52,Warning,123,919,3.271,2.839,0.059,0.094,3.035,119.92,124.21
948,3.794,80.86,142.5,1159.85,41.17,Warning,123,920,3.283,2.995,0.07,0.07,3.091,125.45,124.2
949,3.745,78.41,134.04,1179.3,38.81,Warning,123,921,3.234,2.925,0.098,0.078,3.036,123.32,121.72
950,3.616,83.8,135.08,1182.81,37.65,Warning,123,922,3.051,2.823,0.084,0.055,2.916,123.43,119.33
951,3.525,79.3,132.36,1207.3,39.35,Warning,122,923,2.968,2.767,0.09,0.1,2.778,123.73,121.64
952,3.646,80.02,135.12,1206.14,38.44,Warning,122,924,3.054,2.826,0.075,0.084,2.987,120.52,122.57
953,3.746,83.95,134.6,1196.68,40.16,Warning,122,925,3.127,2.914,0.08,0.085,3.023,122.65,120.35
954,3.717,80.87,133.97,1193.01,39.62,Warning,122,926,3.137,2.926,0.069,0.099,3.069,119.33,122.14
955,3.557,80.26,140.82,1194.21,40.56,Warning,122,927,3.051,2.734,0.064,0.057,2.846,113.45,123.09
956,3.884,81.47,130.58,1185.68,38.78,Warning,122,928,3.251,3.064,0.081,0.058,3.175,126.58,125.81
957,3.984,78.87,143.31,1192.74,38.5,Warning,122,929,3.403,3.084,0.077,0.056,3.217,125.86,121.89
958,3.659,82.33,138.37,1160.07,41.11,Warning,122,930,3.097,2.861,0.083,0.058,2.923,116.19,120.9
959,3.805,80.86,130.85,1189.16,36.57,Warning,122,931,3.178,2.983,0.061,0.092,3.079,122.26,121.44
960,3.74,83.14,135.89,1215.27,39.4,Warning,121,932,3.206,2.904,0.073,0.072,3.011,118.93,121.94
961,3.807,84.13,131.13,1233.23,39.18,Warning,121,933,3.266,2.933,0.074,0.081,3.024,122.82,123.69
962,3.632,84.62,134.35,1222.09,35.02,Warning,121,934,3.208,2.893,0.07,0.047,2.953,116.67,121.89
963,3.704,78.89,138.29,1220.84,42.06,Warning,121,935,3.149,2.832,0.083,0.072,2.945,125.06,125.2
964,3.653,86.66,135.22,1191.04,38.55,Warning,121,936,3.187,2.818,0.081,0.068,2.941,124.09,120.24
965,3.611,84.11,139.75,1216.52,38.51,Warning,121,937,3.044,2.82,0.076,0.062,2.954,121.26,117.57
966,3.551,80.04,134.76,1247.48,40.49,Warning,121,938,2.976,2.779,0.07,0.081,2.9,124.63,120.95
967,3.862,83.59,132.87,1255.35,40.71,Warning,121,939,3.241,3.078,0.094,0.076,3.108,120.48,122.43
968,3.821,82.77,135.31,1237.4,39.32,Warning,120,940,3.299,2.969,0.078,0.075,3.093,118.87,122.69
969,3.582,79.51,141.38,1224.25,34.78,Warning,120,941,3.016,2.721,0.064,0.03,2.896,116.57,120.12
970,3.477,81.59,133.79,1237.2,43.15,Warning,120,942,2.995,2.699,0.093,0.054,2.76,119.75,124.51
971,3.651,80.94,130.72,1223.15,42.16,Warning,120,943,3.143,2.823,0.066,0.058,2.961,116.76,117.65
972,3.627,80.2,133.45,1211.01,40.25,Warning,120,944,3.069,2.836,0.064,0.079,2.944,115.49,121.99
973,3.574,81.67,138.57,1222.34,40.17,Warning,120,945,3.02,2.826,0.08,0.068,2.863,113.78,120.31
974,3.673,84.3,136.17,1232.41,38.58,Warning,120,946,3.179,2.844,0.081,0.055,2.985,114.05,119.47
975,3.738,80.18,131.96,1220.05,39.9,Warning,120,947,3.153,2.917,0.1,0.095,3.074,121.31,120.33
976,3.4,79.8,133.68,1151.88,37.6,Warning,119,948,2.791,2.65,0.082,0.094,2.771,116.11,115.14
977,3.479,78.35,132.47,1194.61,37.94,Warning,119,949,2.974,2.704,0.074,0.095,2.771,120.26,118.97
978,3.652,83.75,137.79,1174.79,39.79,Warning,119,950,3.118,2.838,0.08,0.082,3.031,114.41,118.76
979,3.586,83.07,130.32,1206.96,38.82,Warning,119,951,3.011,2.739,0.069,0.094,2.904,120.88,122.33
980,3.729,80.18,136.59,1184.54,39.11,Warning,119,952,3.094,2.946,0.07,0.081,2.979,120.31,117.48
981,3.683,83.79,137.57,1197.45,36.35,Warning,119,953,3.28,2.943,0.081,0.067,2.979,117.37,121.53
982,3.734,79.66,133.8,1225.88,43.78,Warning,119,954,3.25,2.943,0.072,0.029,3.036,118.99,119.28
983,3.711,78.32,136.9,1213.51,41.78,Warning,119,955,3.202,2.919,0.07,0.077,3.01,119.32,121.0
984,3.785,86.85,141.86,1199.54,31.85,Warning,119,956,3.279,2.931,0.066,0.072,3.048,120.84,115.88
985,3.581,82.54,137.13,1213.44,38.58,Warning,118,957,2.995,2.773,0.077,0.101,2.819,117.34,115.33
986,3.514,84.12,136.91,1208.49,42.36,Warning,118,958,2.963,2.724,0.096,0.075,2.876,118.02,114.3
987,3.47,80.27,138.46,1216.81,42.36,Warning,118,959,2.9,2.771,0.065,0.082,2.81,117.48,120.68
988,3.633,78.37,135.36,1186.95,47.8,Warning,118,960,3.122,2.817,0.064,0.05,2.902,118.34,120.85
989,3.855,82.33,134.35,1203.52,39.24,Warning,118,961,3.363,2.999,0.074,0.046,3.115,120.51,115.86
990,3.632,83.76,130.91,1223.1,39.23,Warning,118,962,3.068,2.788,0.078,0.116,2.973,115.41,120.27
991,3.687,85.24,137.77,1122.92,38.21,Warning,118,963,3.181,2.882,0.064,0.069,2.91,117.73,122.42
992,3.824,87.3,138.01,1222.04,44.78,Warning,118,964,3.269,2.975,0.085,0.101,3.078,115.84,118.28
993,3.83,83.84,131.11,1243.99,39.05,Warning,117,965,3.242,2.951,0.102,0.083,3.068,119.59,118.54
994,3.71,83.96,132.92,1183.73,36.05,Warning,117,966,3.087,2.966,0.091,0.08,3.072,116.52,116.51
